inst,bag,case,label,feat1,feat2,feat3,feat4,feat5,feat6,feat7,feat8,feat9,feat10,feat11,feat12,feat13,feat14,feat15,feat16,feat17,feat18,feat19,feat20,feat21,feat22,feat23,feat24,feat25,feat26,feat27,feat28,feat29,feat30,feat31,feat32,feat33,feat34,feat35,feat36,feat37,feat38,feat39,feat40,feat41,feat42,feat43,feat44,feat45,feat46,feat47,feat48,feat49,feat50,feat51,feat52,feat53,feat54,feat55,feat56,feat57,feat58,feat59,feat60,feat61,feat62,feat63,feat64,feat65,feat66,feat67,feat68,feat69,feat70,feat71,feat72,feat73,feat74,feat75,feat76,feat77,feat78,feat79,feat80,feat81,feat82,feat83,feat84,feat85,feat86,feat87,feat88,feat89,feat90,feat91,feat92,feat93,feat94,feat95,feat96,feat97,feat98,feat99,feat100,feat101,feat102,feat103,feat104,feat105,feat106,feat107,feat108,feat109,feat110,feat111,feat112,feat113,feat114,feat115,feat116,feat117,feat118,feat119,feat120,feat121,feat122,feat123,feat124,feat125,feat126,feat127,feat128,feat129,feat130,feat131,feat132,feat133,feat134,feat135,feat136,feat137,feat138,feat139,feat140,feat141,feat142,feat143,feat144,feat145,feat146,feat147,feat148,feat149,feat150,feat151,feat152,feat153,feat154,feat155,feat156,feat157,feat158,feat159,feat160,feat161,feat162,feat163,feat164,feat165,feat166,feat167,feat168,feat169,feat170,feat171,feat172,feat173,feat174,feat175,feat176,feat177,feat178,feat179,feat180,feat181,feat182,feat183,feat184,feat185,feat186,feat187,feat188,feat189,feat190,feat191,feat192,feat193,feat194,feat195,feat196,feat197,feat198,feat199,feat200,feat201,feat202,feat203,feat204,feat205,feat206,feat207,feat208,feat209,feat210,feat211,feat212,feat213,feat214,feat215,feat216,feat217,feat218,feat219,feat220,feat221,feat222,feat223,feat224,feat225,feat226,feat227,feat228,feat229,feat230,feat231,feat232,feat233,feat234,feat235,feat236,feat237,feat238,feat239,feat240,feat241,feat242,feat243,feat244,feat245,feat246,feat247,feat248,feat249,feat250,feat251,feat252,feat253,feat254,feat255,feat256,feat257,feat258,feat259,feat260,feat261,feat262,feat263,feat264,feat265,feat266,feat267,feat268,feat269,feat270,feat271,feat272,feat273,feat274,feat275,feat276,feat277,feat278,feat279,feat280,feat281,feat282,feat283,feat284,feat285,feat286,feat287,feat288,feat289,feat290,feat291,feat292,feat293,feat294,feat295,feat296,feat297,feat298,feat299,feat300,feat301,feat302,feat303,feat304,feat305,feat306,feat307,feat308,feat309,feat310,feat311,feat312,feat313,feat314,feat315
25_S_5_16.jpeg,15,15,CTR,0.78405,0.22294,0.087245,319780,2517.9,539,0.26202,0.76516,0.23851,0.87448,0.65873,0.56851,0.15178,265740,7381.7,110.5,0.10901,0.81999,0.53269,0.94628,0.2845,0.67435,83.825,65467,382.85,423,0.31269,0.84,0.17488,0.85237,277.12,508.42,745.7,174.41,377.83,549.72,17.973,329.55,528.29,800.09,131.62,434.23,574.62,15.356,278.24,507.05,746.43,171.85,367.95,541.26,31.189,657820,36,127,171,227040,38605,2531,20,36,86,4.0698,13.355,3.6056,12.806,6306.6,110.5,203890,448.9,77.5,92720,50367,41318,29506,19330,13255,9283,5280,3334,1946,1156,427,194,58,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46416,38310,24833,21461,25462,16314,17141,15529,12693,11729,9521,10168,9385,7624,6746,6008,5742,4904,4207,3545,3623,2851,2541,2427,2305,2058,1628,1500,1489,1190,1052,784,623,495,318,225,139,125,89,65,50,40,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14757,13037,8862,7510,7969,4448,3924,2422,1299,702,300,158,53,22,4,0,0,0,0,0,4128,9214,13685,18050,22413,26470,30471,34486,38438,42453,46522,50281,54350,58390,62298,66327,70731,9045,0,0,0,0,0,0,0.70071,0.55794,0.73639,0.088378,0.098006,0.078076,0.89979,0.85586,0.91302,0.051009,0.062422,0.048805,0.56356,0.47829,0.64993,0.1258,0.12436,0.10384,3202,9800,21153,26559,4642,111,0,0,0,0,0,10987,32872,52364,108600,115720,2842,0,0,0,0,0,17208,51540,83551,84004,31657,1012,0,0,0,0,0,2347,2411,2006,4808,4060,4565,3638,5134,4570,3590,4684,3120,5636,1625,1058,1574,2159,1325,3889,3268,126.78,172.57,219.72,245.9,267.17,290.58,308.54,329.36,347.34,429.36,107.39,155.29,196.81,227.18,259.19,285.46,311.85,337.73,372.35,429.36,152.27,218.88,272.92,320.1,352.1,372.1,386.62,399.04,411.12,429.36
25_S_5_2.jpeg,15,15,CTR,0.79265,0.24872,0.062503,310680,4315,582.5,0.28284,0.78236,0.21091,0.86576,0.55966,0.84629,0.18635,140670,5209.9,151,0.16714,0.76974,0.33669,0.91697,0.3686,0.57331,77.255,33399,340.81,32,0.28717,0.86576,0.17075,0.86418,227.41,438.6,657.32,166.55,307.86,518.58,20.727,284.72,460.22,708.98,115.03,384.49,525.61,14.831,237.76,442.81,669.04,162.19,327.64,505.98,34.802,488190,27,72,98,123750,16470,1442,20,27,39,3.6475,13.478,3,13,4583.4,151,109480,422.31,49,58892,28410,19104,12033,7887,5425,3918,2338,1584,974,596,339,153,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30639,26091,16979,14740,17681,11451,12223,11234,9419,8855,7276,7699,7213,5967,5399,4953,5067,4470,3920,3460,3654,3014,2874,2892,2947,2868,2508,2479,2731,2470,2634,2406,2439,2507,2160,2282,2089,2246,2052,1904,2120,2013,2108,1912,1839,1922,1769,1798,1598,1566,1351,1221,1279,1087,1212,1041,1058,1033,1028,17298,7566,6628,4404,3652,3881,2235,2041,1385,873,489,161,72,10,2,0,0,0,0,0,0,7756,14774,20196,24835,29100,33236,37298,41187,45247,49277,53193,57000,61560,13409,0,0,0,0,0,0,0,0,0,0,0.66941,0.52248,0.71243,0.092591,0.10852,0.083694,0.88453,0.83327,0.89895,0.045405,0.055336,0.043799,0.55929,0.47258,0.65057,0.13113,0.13171,0.10769,3913,10106,10343,6366,2671,0,0,0,0,0,0,12410,40027,86118,141210,32383,0,0,0,0,0,0,15074,44079,51311,20547,11638,0,0,0,0,0,0,1029,2182,2837,1627,1285,751,766,1552,895,1437,3419,1752,3013,3287,888,912,654,1213,2052,1848,52.242,86.072,110.42,142.49,174.16,199.6,234.47,266.65,308.23,331.42,67.88,96.058,120.22,143.56,166.66,190.88,222.76,269.38,324.35,331.42,114.25,164.58,198.34,223.51,244.21,263.12,280.21,295.73,310.05,331.42
25_S_5_3.jpeg,15,15,CTR,0.77134,0.23071,0.13991,322470,1853.3,401.5,0.22029,0.78521,0.26294,0.89223,0.61688,0.98173,0.24107,303530,15975,92,0.085714,0.83357,0.59368,0.95766,0.31401,0.62101,83.636,79890,373.32,264,0.27478,0.84756,0.19106,0.86884,295.37,529.95,795.79,166.47,391.94,621.92,17.777,326.9,544.68,827.57,154.12,439.88,625.82,14.837,301.96,533.51,804.81,162.93,407.34,610.86,31.314,711970,19,174,214,245280,54703,5924,20,19,113,4.2581,13.673,4,13.038,12910,92,222860,484.1,71,92875,54327,46420,34977,24590,17293,12766,8124,6146,3706,2244,1201,572,221,184,140,99,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44271,35438,21782,17990,20498,12672,13044,11515,9211,8247,6661,7085,6655,5534,4884,4406,4410,4066,3760,3456,3731,3126,3027,3117,3100,2945,2515,2440,2694,2417,2599,2347,2438,2481,2138,2350,2181,2449,2196,2020,2203,1944,2001,1796,1722,1679,1503,1493,1365,1394,1142,883,756,577,586,470,465,427,423,5406,17785,15707,10991,9705,9344,5539,4541,3120,1728,964,283,135,39,9,0,0,0,0,0,0,8046,14914,20688,26171,31685,36277,40388,44408,48553,52433,56527,60761,64646,68827,73479,64087,0,0,0,0,0,0,0,0,0.70713,0.56689,0.74202,0.081446,0.093607,0.071851,0.90781,0.86619,0.91832,0.047709,0.060496,0.045842,0.57615,0.49519,0.66389,0.11911,0.11999,0.10013,2478,16992,24315,24674,10244,1187,0,0,0,0,0,11532,26300,40435,97359,136370,14135,0,0,0,0,0,17387,50920,92318,87829,50384,7112,0,0,0,0,0,4393,3732,2554,2742,5599,2336,4106,6116,5351,4280,2741,2443,3044,5433,4236,6110,3589,4670,2712,3703,82.364,127.94,169.52,199.09,220.46,247.23,270.03,303.65,366.19,397.02,92.382,133.98,169.62,200.5,229.02,253.24,283.38,323.02,372.02,397.02,133.47,200.71,259.1,289.68,311.29,330.34,347.66,361.96,376.02,397.02
25_S_5_4.jpeg,15,15,CTR,0.81496,0.19975,0.047359,253150,3668.8,502,0.2835,0.78305,0.20962,0.86635,0.58297,0.86978,0.17898,98661,4484.6,174.5,0.18151,0.68387,0.38045,0.90954,0.3477,0.57567,83.783,32315,389.34,501,0.26749,0.84366,0.19758,0.87257,173.75,376.73,532.22,176.13,235.84,422.5,20.221,230.42,397.29,588.46,122.65,310.6,458.22,12.512,196.03,384.42,552.54,153.09,265.43,431.37,35.969,386480,22,69,83,89900,8963,208,20,22,30,3.6706,12.819,3,12.083,4086.4,174.5,77362,298.77,142,42241,20429,14402,8903,5719,3607,1996,870,499,279,104,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21468,18049,11424,9660,11549,7386,7888,7229,5924,5411,4522,4860,4699,3981,3722,3536,3748,3577,3353,3189,3583,3101,3063,3188,3342,3215,2834,2817,3115,2874,3094,2880,2864,2939,2588,2726,2569,2723,2499,2307,2529,2373,2404,2190,2128,2200,2038,2063,1951,2116,1894,1796,1864,1680,1799,1496,1479,1364,1336,13857,7109,6259,4277,3711,3770,2220,1924,1346,814,493,203,124,50,14,1,0,0,0,0,0,4477,8981,13017,17063,21048,25050,29016,33001,36978,41024,44839,48907,53403,9618,0,0,0,0,0,0,0,0,0,0,0.67364,0.51828,0.71304,0.094111,0.10762,0.084019,0.88047,0.8279,0.89537,0.042929,0.051568,0.042057,0.53783,0.44432,0.63199,0.11834,0.11641,0.0976,5870,14483,9228,2734,0,0,0,0,0,0,0,9692,32841,121520,89999,0,0,0,0,0,0,0,15835,46888,26319,11068,0,0,0,0,0,0,0,892,1142,871,1126,1475,1907,1741,3203,1876,1932,2950,1621,1595,1904,1101,326,2455,1748,1047,1403,70.079,96.041,116.47,144.8,163.52,187.52,212.43,234.74,300.5,330.76,62.984,95.682,120.03,141.16,161.91,183.27,208.39,246.76,320.72,330.76,140.39,188.2,215.46,237.73,255.66,271.55,286.57,300.65,313.73,330.76
25_S_5_5.jpeg,15,15,CTR,0.74312,0.29817,0.16128,79020,2549,229,0.22648,0.76231,0.26932,0.88895,0.61572,0.81062,0.17947,81341,5083.8,149.5,0.13557,0.79973,0.46265,0.93371,0.3006,0.62413,78.833,20517,341.95,29,0.31319,0.83816,0.18113,0.85108,163.8,275.75,419.59,79.504,192.29,315.52,15.451,170.52,280.87,430.71,77.814,219.59,314.07,15.262,176.83,281.52,434.63,70.297,203.57,307.52,33.087,183500,16,31,60,70601,9527,2046,20,16,33,3.8988,13.323,3.1623,12.728,4412.6,149.5,48070,288.7,40,30257,16311,12678,7963,5050,3345,2139,1169,856,575,441,314,307,227,215,180,136,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14538,11832,7535,6411,7393,4680,4870,4235,3271,2806,2042,1975,1590,1099,783,606,579,487,393,319,302,215,204,209,212,203,168,160,170,153,154,132,125,134,103,102,91,94,73,56,48,34,23,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4735,4165,2809,2419,2482,1344,1201,758,392,159,35,17,1,0,0,0,0,0,0,0,4784,9523,14188,18705,23244,27490,31605,35919,17923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71119,0.57293,0.74649,0.07921,0.090838,0.071211,0.91348,0.87303,0.9231,0.066957,0.083776,0.063318,0.58678,0.51508,0.67179,0.12558,0.12418,0.1025,4753,8962,6772,30,0,0,0,0,0,0,0,11766,33257,31402,4196,0,0,0,0,0,0,0,14878,35353,25201,6928,0,0,0,0,0,0,0,1204,1115,844,522,362,400,820,514,261,85,172,113,452,1002,711,2149,2442,2488,2462,2399,39.798,54.395,79.278,93.008,115.92,130.44,142.81,166.51,183.12,212.93,58.741,80.28,97.925,113.76,132.33,147.93,165.55,196.46,207.6,212.93,80.612,117.76,137.08,153.82,165.1,175.09,183.05,190.07,196.93,212.93
25_S_5_6.jpeg,15,15,CTR,0.7674,0.28307,0.077982,279750,2370.8,394,0.24142,0.76052,0.26249,0.88353,0.64256,0.56484,0.11259,231900,12205,100,0.10613,0.8189,0.53489,0.94744,0.25047,0.71526,83.244,48378,369.3,282,0.25621,0.83831,0.216,0.87652,251.63,468.52,687.61,167.62,336.09,540.61,17.605,299.6,487.79,730.28,121.91,399.49,536.32,16.207,242.7,467.72,676.75,178.67,329.71,507.4,37.3,565520,19,118,131,193820,35798,4434,20,21,70,4.0376,13.537,3.6056,13,9229.4,100,185890,511.4,120.5,78659,45204,35113,23780,16323,11794,8573,5203,3527,2184,1458,832,612,378,256,129,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36678,30521,19565,16680,19578,12273,12834,11390,9270,8278,6517,6846,6222,5127,4644,4215,4353,4019,3735,3394,3677,3044,2849,2891,2832,2714,2305,2200,2347,2090,2201,1957,1914,1887,1611,1640,1427,1477,1225,1027,1050,854,862,741,700,695,653,636,599,622,562,510,470,442,475,428,436,413,414,1620,11263,9900,6732,5714,5918,3220,2646,1570,824,419,130,41,1,0,0,0,0,0,0,0,3507,8358,12937,17408,21717,25883,29971,34063,37978,41973,46112,49881,53964,58014,61947,61784,0,0,0,0,0,0,0,0,0.69942,0.56147,0.73664,0.082937,0.093902,0.071958,0.90634,0.86526,0.9182,0.053548,0.065376,0.050862,0.56882,0.48566,0.65529,0.1152,0.11131,0.092629,3463,14577,19954,8543,1841,0,0,0,0,0,0,12827,30174,43652,134370,61609,0,0,0,0,0,0,15107,49461,93462,58472,18007,0,0,0,0,0,0,2656,3101,1521,1498,2540,1560,2169,3214,1307,2135,882,3797,3449,3821,3147,2335,2200,3356,866,2824,98.069,135.92,163.43,184.08,207.01,227.61,260.43,288.67,348.71,399.68,108.96,154.68,187.87,215.07,239.65,265.05,298.06,335.74,385.81,399.68,142.02,223.75,268.81,294.35,314.81,333.2,350.14,365.34,378.84,399.68
25_S_5_7.jpeg,15,15,CTR,0.79892,0.2106,0.078594,324130,2160.8,326.5,0.2667,0.7646,0.23437,0.87221,0.63234,0.77783,0.17623,261960,11907,138,0.10455,0.81738,0.55571,0.9483,0.27123,0.67716,80.257,65290,341.83,142,0.27271,0.84627,0.20375,0.86987,307.77,519.68,797.02,146.82,411.76,564.3,17.751,323.93,527.49,814.47,134.93,434.06,608.62,14.049,308.3,518.91,793.12,144.68,405.26,576.03,33.091,657170,22,150,191,228400,33093,2332,20,23,94,4.0157,13.194,3.6056,12.649,9930.5,150,202340,352.05,95.5,93879,52492,41279,28396,18146,12006,7654,4058,2618,1466,814,438,331,168,80,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44034,36551,23383,20208,24467,15570,16518,14921,12212,11185,9123,9706,9083,7614,6918,6251,6299,5567,4837,4223,4343,3330,3003,2930,2829,2630,2104,1932,1963,1590,1567,1281,1191,1003,727,681,543,552,465,414,460,396,405,304,234,202,166,170,141,142,120,99,108,83,91,63,56,51,41,18,15437,13555,9269,7972,7736,4336,3355,1986,889,438,150,91,40,23,11,2,0,0,0,0,7919,15904,21301,26457,31593,36708,41559,46417,50720,55071,59041,63181,67362,71421,62382,0,0,0,0,0,0,0,0,0,0.69896,0.55481,0.73346,0.088211,0.098966,0.078349,0.90141,0.85929,0.91437,0.049579,0.061396,0.048255,0.54834,0.46265,0.64373,0.12042,0.11852,0.10152,2810,9527,17898,21878,12586,591,0,0,0,0,0,17324,39335,57410,74619,133910,4498,0,0,0,0,0,11263,45350,69805,85637,40925,11800,0,0,0,0,0,4371,3481,4023,3769,2189,3296,1588,670,730,1123,2640,2452,3662,4540,5787,5862,4088,3604,3252,4163,89.161,132.69,164.78,195.2,221.45,252.77,273.93,303.29,338.44,371.92,84.188,126.7,164.35,196.85,223.72,248.69,274.41,309.89,357.4,371.92,112.42,170.03,213.75,250.58,281.14,301.61,318.59,334.01,349.32,371.92
25_S_5_8.jpeg,15,15,CTR,0.77817,0.28481,0.05488,183620,1556.1,277,0.25822,0.75296,0.25039,0.87528,0.6418,0.46724,0.15918,208110,10953,111,0.13115,0.79962,0.48314,0.93657,0.31467,0.65904,80.133,33701,343.89,150,0.33788,0.83854,0.16522,0.84441,251.26,427.29,643.25,133.3,330.21,459.25,15.918,286.3,441.36,675.14,101.8,356.19,504.71,18.244,215.81,411.28,605.18,151.22,289.05,464.88,39.168,430190,19,118,98,171790,35927,2150,20,19,77,4.2931,13.539,4,13,9041.7,111,126290,466.58,59,63210,38721,33762,24778,16764,11616,8519,5363,3660,2023,1026,332,95,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31523,25013,15410,12582,14259,9107,9391,8538,6789,6097,4953,5175,4851,3898,3389,2959,2818,2468,2045,1734,1610,1208,1083,969,914,785,605,545,536,460,456,404,394,398,335,329,272,260,227,204,213,202,195,174,154,151,140,126,118,116,97,82,43,17,0,0,0,0,0,0,7850,6910,4675,3858,3991,2262,1900,1183,608,289,97,55,17,6,0,0,0,0,0,0,4222,10550,16719,21556,25694,29867,33915,38000,41891,46018,50086,54247,57377,0,0,0,0,0,0,0,0,0,0,0,0.69966,0.56226,0.73803,0.083365,0.095308,0.074076,0.90601,0.86468,0.91696,0.059353,0.074744,0.057061,0.57547,0.50293,0.66284,0.13009,0.12918,0.10855,4077,12238,12749,3593,1044,0,0,0,0,0,0,9996,25113,66286,71389,14037,0,0,0,0,0,0,17324,56861,64746,44258,26477,0,0,0,0,0,0,1803,1037,1913,1683,1476,1794,1566,965,1221,654,1372,1197,2931,2591,3177,1775,1161,2045,1085,2255,75.152,106.24,133.11,164.15,191.15,210.47,222.68,248.92,271.97,325.74,88.899,123.11,155.75,187.28,214.38,241.16,268.73,289.1,309.28,325.74,103.45,154.56,185.08,214.48,238.06,255.88,274.86,293.5,309.28,325.74
25_S_5_9.jpeg,15,15,CTR,0.76602,0.25326,0.11676,290370,2688.6,419.5,0.25892,0.77613,0.24118,0.87575,0.59898,0.51817,0.22064,229020,9957.3,100,0.11376,0.80701,0.51503,0.94378,0.30121,0.6425,84.897,63678,385.93,144,0.27867,0.8669,0.18561,0.86719,279.65,489.91,757,144.92,374.52,565.23,19.61,303.55,500.05,772.52,124.58,409.54,568.19,15.802,259.62,482.93,734.83,159.18,351.47,537.03,31.636,588220,23,108,165,191610,36157,2934,20,23,72,4.0543,13.44,3.6056,13,8331,100,182690,502.18,106,79066,42662,33584,24461,17172,12238,8822,5298,3338,1689,955,480,336,200,166,123,83,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39614,32949,21250,18223,21772,13720,14423,13143,10641,9675,7823,8303,7818,6316,5649,5112,5034,4488,3924,3565,3793,3193,3054,3042,3074,2790,2286,2077,1998,1723,1653,1435,1309,1209,977,957,851,786,654,549,531,399,280,158,113,106,89,79,64,55,36,24,17,4,0,0,0,0,0,0,14006,12397,8693,7756,7567,4502,3751,2526,1391,753,241,86,8,1,0,0,0,0,0,0,7900,16244,21570,26333,31091,35479,39758,43826,47976,51974,56122,60266,64520,68571,16541,0,0,0,0,0,0,0,0,0,0.69655,0.54859,0.73111,0.089707,0.10112,0.079079,0.89763,0.85218,0.91062,0.047415,0.058418,0.045584,0.549,0.46574,0.64432,0.12846,0.12999,0.10948,4051,13884,24115,18219,3409,0,0,0,0,0,0,14101,35113,57796,108470,76527,803,0,0,0,0,0,13245,45215,75157,70936,26468,709,0,0,0,0,0,2919,2948,4837,4133,5016,4600,1655,1419,3759,2017,4819,3217,3346,3172,3002,2998,2270,1794,3561,2196,79.742,116.66,147.29,169.29,204.58,222.2,237.27,259.16,292.72,357.02,81.749,119.73,147.64,178.02,203.87,229.33,253.96,280.53,327.61,357.02,103.78,175.81,219.02,256.2,280.94,297.72,312.4,327.02,340.53,357.02
25_S_5_0.jpeg,15,15,CTR,0.78759,0.25441,0,88756,11094,216,0.26115,0.83566,0.1981,0.87294,0.70398,0.60107,0,27750,1321.4,127,0.154,0.74359,0.42012,0.92352,0,0,0,0,0,0,0,0,0,0,164.38,235.47,366.71,37.888,191.61,294.65,17.239,141.85,226.46,352.02,53.063,172.2,243.43,12.139,92.971,92.971,92.971,92.971,92.971,92.971,92.971,117560,21,8,0,25236,2906,28,20,21,7,3.7531,12.821,3,12.083,1201.7,127,18889,415.14,171,11690,5482,4222,2736,1717,1147,615,330,163,56,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7155,6498,4703,4316,5515,3911,4342,4155,3629,3548,2947,3250,3215,2737,2541,2310,2389,2151,1905,1681,1735,1383,1227,1188,1111,991,793,744,789,670,660,571,556,533,439,470,418,413,339,270,235,159,142,94,87,81,65,62,44,42,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3837,8856,13359,17573,21773,25934,26196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6693,0.52247,0.71391,0.10169,0.11679,0.091778,0.83532,0.76002,0.85448,0.05998,0.069704,0.057736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29584,52317,7335,0,0,0,0,0,0,0,0,1813,20781,5731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.48,120.02,141.98,152.57,157.92,162.04,165.5,168.21,171.04,173.04,44.545,64.382,80.568,94.781,107.33,120.3,131.32,141.06,152.02,173.04
25_S_5_1.jpeg,15,15,CTR,0.72428,0.32265,0.10759,115210,1238.8,191,0.20723,0.78889,0.27607,0.89793,0.66039,0.47064,0.088824,180060,5627,100.5,0.20129,0.77002,0.29525,0.90081,0.40541,0.5487,71.663,22647,263.34,169,0.33455,0.87743,0.15078,0.84774,212.86,365.92,585.24,83.473,286.24,535.34,16.449,227.63,378.56,633.76,106.83,257.26,459.89,12.325,200.6,359.49,582.46,100.98,263.81,532.63,32.54,323080,32,93,86,124740,45505,11897,20,33,47,4.5298,14.063,4.1231,13.601,3780.1,102,90343,968.19,44,43658,25130,24849,20717,15901,12675,10738,7600,6191,4372,3180,2185,1820,1167,828,585,347,153,48,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26091,20957,12548,9801,10454,6053,5714,4501,3096,2643,1989,2017,1807,1454,1248,1105,1062,892,755,622,610,455,374,336,298,242,177,154,166,112,108,61,24,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6060,5213,3356,2699,2516,1237,876,440,177,65,8,0,0,0,0,0,0,0,0,0,4153,11188,19402,29904,35260,40156,44581,48868,53237,36301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.70448,0.56155,0.73997,0.079096,0.091788,0.07006,0.88676,0.83082,0.89853,0.072823,0.084636,0.067719,0.56455,0.50496,0.65975,0.15037,0.1479,0.11984,4320,7427,9681,661,558,0,0,0,0,0,0,9608,28407,50359,21323,8240,0,0,0,0,0,0,17469,58378,67850,26836,11957,1,0,0,0,0,0,558,621,351,685,471,1471,2724,1046,2350,1926,1901,755,347,615,1030,542,1603,1355,913,1383,52.397,75.932,99.244,129.2,150.56,169.3,190.42,207.59,226.64,242.2,74.577,106.1,131.8,153.2,172.03,188.63,204.57,217.9,230.2,242.2,79.901,101.87,119.83,138.08,155.17,172.59,189.48,206.03,225.2,242.2
25_S_5_2.jpeg,15,15,CTR,0.73386,0.3488,0.057875,41898,748.18,123.5,0.20233,0.81764,0.25207,0.89992,0.61532,0.51586,0.19094,117050,19509,336,0.11951,0.81898,0.39235,0.94171,0.17875,0.73229,74.975,11689,292.23,17,0.28883,0.86268,0.16851,0.86316,204,297.19,466.97,70.784,226.16,326.37,12.825,241.45,322.53,495.92,79.067,242.02,343.05,14.808,228.31,306.33,489.93,60.794,200.11,304.88,36.313,173440,6,56,40,71835,29547,17380,20,7,20,4.638,14.239,4.2426,13.928,10262,549,66636,1477.3,62,23580,14916,14644,12380,9624,7838,6826,5049,4432,3315,2934,2455,2383,1873,1646,1369,1065,712,576,449,337,187,121,49,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11787,8074,4477,3347,3345,1846,1703,1396,1036,942,775,813,809,577,497,447,437,378,315,269,260,146,108,90,85,64,42,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3029,2595,1757,1459,1323,641,439,265,117,47,15,2,0,0,0,0,0,0,0,0,5983,11820,16627,21568,25922,30176,34274,26969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74132,0.61392,0.7708,0.083329,0.09667,0.073603,0.91793,0.87582,0.92469,0.07851,0.10385,0.074252,0.53798,0.49224,0.64924,0.13781,0.12614,0.11308,710,4185,5232,1562,0,0,0,0,0,0,0,5597,13297,17168,7927,105,0,0,0,0,0,0,22732,36115,41627,17186,0,0,0,0,0,0,0,8,480,683,1139,1454,1991,2118,1501,1214,918,183,0,0,0,0,0,0,0,0,0,70.208,89.02,100.99,119.88,133.01,148.01,165.86,177.55,186.01,194.01,56.212,78.541,97.701,113.95,128.1,142.01,156.1,170.97,183.31,194.01,40.955,64.148,96.01,120.49,140.01,153.01,162.81,171.24,182.48,194.01
