inst,bag,case,label,feat1,feat2,feat3,feat4,feat5,feat6,feat7,feat8,feat9,feat10,feat11,feat12,feat13,feat14,feat15,feat16,feat17,feat18,feat19,feat20,feat21,feat22,feat23,feat24,feat25,feat26,feat27,feat28,feat29,feat30,feat31,feat32,feat33,feat34,feat35,feat36,feat37,feat38,feat39,feat40,feat41,feat42,feat43,feat44,feat45,feat46,feat47,feat48,feat49,feat50,feat51,feat52,feat53,feat54,feat55,feat56,feat57,feat58,feat59,feat60,feat61,feat62,feat63,feat64,feat65,feat66,feat67,feat68,feat69,feat70,feat71,feat72,feat73,feat74,feat75,feat76,feat77,feat78,feat79,feat80,feat81,feat82,feat83,feat84,feat85,feat86,feat87,feat88,feat89,feat90,feat91,feat92,feat93,feat94,feat95,feat96,feat97,feat98,feat99,feat100,feat101,feat102,feat103,feat104,feat105,feat106,feat107,feat108,feat109,feat110,feat111,feat112,feat113,feat114,feat115,feat116,feat117,feat118,feat119,feat120,feat121,feat122,feat123,feat124,feat125,feat126,feat127,feat128,feat129,feat130,feat131,feat132,feat133,feat134,feat135,feat136,feat137,feat138,feat139,feat140,feat141,feat142,feat143,feat144,feat145,feat146,feat147,feat148,feat149,feat150,feat151,feat152,feat153,feat154,feat155,feat156,feat157,feat158,feat159,feat160,feat161,feat162,feat163,feat164,feat165,feat166,feat167,feat168,feat169,feat170,feat171,feat172,feat173,feat174,feat175,feat176,feat177,feat178,feat179,feat180,feat181,feat182,feat183,feat184,feat185,feat186,feat187,feat188,feat189,feat190,feat191,feat192,feat193,feat194,feat195,feat196,feat197,feat198,feat199,feat200,feat201,feat202,feat203,feat204,feat205,feat206,feat207,feat208,feat209,feat210,feat211,feat212,feat213,feat214,feat215,feat216,feat217,feat218,feat219,feat220,feat221,feat222,feat223,feat224,feat225,feat226,feat227,feat228,feat229,feat230,feat231,feat232,feat233,feat234,feat235,feat236,feat237,feat238,feat239,feat240,feat241,feat242,feat243,feat244,feat245,feat246,feat247,feat248,feat249,feat250,feat251,feat252,feat253,feat254,feat255,feat256,feat257,feat258,feat259,feat260,feat261,feat262,feat263,feat264,feat265,feat266,feat267,feat268,feat269,feat270,feat271,feat272,feat273,feat274,feat275,feat276,feat277,feat278,feat279,feat280,feat281,feat282,feat283,feat284,feat285,feat286,feat287,feat288,feat289,feat290,feat291,feat292,feat293,feat294,feat295,feat296,feat297,feat298,feat299,feat300,feat301,feat302,feat303,feat304,feat305,feat306,feat307,feat308,feat309,feat310,feat311,feat312,feat313,feat314,feat315
49_S_4_10.jpeg,39,39,CTR,0.78472,0.23562,0.089002,368230,2068.7,464,0.25056,0.76322,0.24717,0.87992,0.64629,0.71629,0.25526,306480,11351,107,0.084343,0.80843,0.62522,0.95881,0.30129,0.6576,80.343,72266,359.53,24,0.3103,0.86094,0.17,0.85387,321.2,552.82,817.06,166.8,398.9,628.01,17.379,314.37,550.86,809.18,174.01,412.52,623.42,17.73,314.04,551.17,811,172.94,420.22,613.55,34.888,753110,27,178,201,257120,48086,4363,20,27,98,4.1019,13.592,3.6056,13,9523,107,131950,490.67,67,103440,56986,48188,33576,22116,15341,11538,7184,4864,2959,1818,927,404,137,69,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48754,39769,25031,21570,25676,16239,17200,15639,12392,10863,8605,8982,8379,6819,6182,5801,5980,5514,5057,4585,5076,4176,4028,4162,4183,4057,3433,3288,3580,3024,3122,2659,2603,2469,2105,2238,1912,1915,1548,1290,1292,1025,1078,897,873,844,751,749,564,565,397,327,338,275,301,229,229,193,171,890,16542,14296,9593,8180,8668,4928,4250,2748,1668,944,303,117,25,4,0,0,0,0,0,0,3972,9807,14164,18233,22308,26312,30341,34406,38372,42347,46315,50283,54254,58336,62160,66316,70277,74276,30592,0,0,0,0,0,0.70751,0.56539,0.74189,0.083325,0.093722,0.07419,0.90792,0.86848,0.91868,0.042294,0.056012,0.041729,0.59171,0.49853,0.67086,0.12951,0.1346,0.10702,4594,14714,20703,17321,13415,1519,0,0,0,0,0,14345,30427,58779,111800,148040,8497,0,0,0,0,0,12458,49071,77586,90806,66192,12839,0,0,0,0,0,3208,3226,1706,4827,3570,3945,2753,4526,2283,3094,5838,6368,6566,2771,3078,2952,1221,2588,3298,4448,105.98,154.55,186.59,223.5,259.14,292.83,330.16,390.74,433.88,461.17,120.93,177.29,218.49,256.81,292.85,322.9,356.86,404.17,449.17,461.17,158.91,234.5,283.28,324.27,353.17,376.17,395.88,414.08,432.1,461.17
49_S_4_11.jpeg,39,39,CTR,0.75562,0.24863,0.1356,363730,1588.3,290,0.263,0.7619,0.23716,0.87358,0.62187,0.48934,0.33661,409780,6829.6,143.5,0.11358,0.79882,0.5094,0.94377,0.36263,0.60321,79.239,70269,336.22,41,0.3299,0.85804,0.16492,0.84668,343.38,590.18,883.36,179.89,431.81,688.64,16.081,344.82,590.18,877.97,176.86,463.79,663.5,15.221,345.88,592.07,881.87,178.67,464.76,639.9,34.58,853320,60,229,209,315850,80618,17820,20,65,124,4.2628,13.879,4,13.416,4859.2,166,260600,650.15,42,119230,69872,60644,44879,32032,23559,19038,12963,10086,6615,4872,3300,2487,1540,1059,637,521,412,336,155,47,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62188,49234,30036,25022,28629,17679,17942,15868,12708,11504,9284,9770,9056,7142,6317,5493,5301,4662,4079,3528,3596,2804,2566,2460,2355,2224,1900,1821,1987,1657,1703,1436,1365,1260,993,1001,813,771,582,397,302,196,149,115,84,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16681,14635,9836,8222,8507,4613,3769,2161,1126,515,137,57,9,1,0,0,0,0,0,0,6261,11867,16177,20427,24576,28637,32720,36771,40786,44827,48880,52807,56919,60743,64800,68964,72757,76866,81426,6029,0,0,0,0,0.70926,0.57114,0.74395,0.086962,0.097063,0.077936,0.90236,0.85966,0.91427,0.049232,0.061529,0.047143,0.5587,0.47799,0.65127,0.13825,0.13777,0.11271,3583,11282,13660,23523,11548,6334,339,0,0,0,0,9364,33078,59617,81057,142530,40977,3377,0,0,0,0,18450,49852,83791,115350,101910,42024,1672,0,0,0,0,2061,5135,2205,3263,3361,3638,3984,1030,4284,5276,2742,1759,3745,3575,4037,3571,5031,4631,2606,4335,123.21,169.65,225.09,268.25,297.22,333.53,357.56,398.07,436.08,478.03,125.42,181.7,226.35,266.01,300.98,332.53,361.41,389.14,432.36,478.03,146.61,229.98,289.18,336.5,379.74,406.33,426.85,443.25,458.14,478.03
49_S_4_12.jpeg,39,39,CTR,0.75793,0.30716,0.073276,361680,1004.7,179.5,0.23292,0.77039,0.25753,0.88746,0.65205,0.45861,0.17716,586350,10470,95,0.1378,0.78275,0.43952,0.93234,0.36937,0.59952,76.671,64368,306.51,68,0.3292,0.85231,0.17183,0.84818,348.99,637,938.85,213.44,472.03,741.24,13.795,409.54,661.39,993.23,157.85,547.76,766.73,14.322,372.35,645.56,961,188.4,505.74,670.7,34.345,1027600,56,360,210,410210,106160,78788,20,64,160,4.2103,14.115,3.6056,13.601,6409.5,112,392030,663.51,19.5,158860,89946,77852,57292,39726,29194,23878,17271,15124,11850,10303,7851,6823,5079,4818,4419,3881,3195,2980,2566,2655,2504,2323,2251,2016,1580,1392,1287,1033,873,722,639,557,510,445,379,305,249,202,328,87998,66597,38555,30020,31937,18397,17670,14528,10783,9110,6731,6593,5600,4197,3474,2885,2581,2122,1743,1452,1439,1101,974,918,863,772,573,469,391,296,280,226,194,168,137,141,115,69,38,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16047,13941,9276,7632,7665,3899,3057,1648,722,332,101,40,7,1,0,0,0,0,0,0,5079,12962,17677,21916,26187,30353,34448,38462,42592,46620,50796,54806,58901,62845,66932,71019,75108,79317,83223,87828,60517,0,0,0,0.72005,0.5888,0.75392,0.082727,0.092682,0.073316,0.91506,0.87379,0.92384,0.067714,0.08541,0.063626,0.55598,0.49247,0.65482,0.13691,0.13547,0.11339,2978,8629,10750,11870,20773,9054,314,0,0,0,0,15003,34764,60918,70892,99973,81928,8684,0,0,0,0,13416,50819,85400,137170,161970,109380,32935,0,0,0,0,3511,4431,3202,2111,4177,4160,3523,3612,806,5073,2505,3313,3276,3353,3052,2561,2332,2056,2610,4704,121.97,182.33,239.76,283.58,330.03,380.19,415.59,438.79,463.62,517.84,154.58,225.37,276.4,316.21,351.26,383.84,413.95,448.92,489.84,517.84,129.37,200.77,257.3,317.06,371.86,418.82,450.37,472.96,492.44,517.84
49_S_4_13.jpeg,39,39,CTR,0.72448,0.34605,0.11406,223210,882.26,156,0.26183,0.7581,0.23933,0.87368,0.64994,0.53776,0.086532,340160,12148,133.5,0.1587,0.78032,0.42078,0.92448,0.38357,0.56875,73.644,41795,280.5,1,0.38371,0.82292,0.15658,0.83116,300.17,506.16,755.37,148.78,395.47,554.53,13.219,320.72,514.01,775.94,133.35,421.23,554.17,14.525,275.19,495.43,735.23,168.05,365.89,546.87,32.993,616020,28,253,149,273880,55910,16860,20,31,104,4.0981,13.776,3.6056,13.038,8834.8,136,263120,537.6,46.5,109900,61137,51239,35799,23776,17118,12820,8461,6604,4743,3966,3092,2627,1886,1538,970,540,321,111,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61815,44450,24015,17701,17853,9987,9367,7706,5832,4934,3702,3675,3192,2499,2007,1581,1468,1279,1153,1031,1082,814,702,620,537,485,362,309,322,254,243,117,113,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10695,9192,6095,5023,4671,2491,1809,1046,499,217,51,6,0,0,0,0,0,0,0,0,5595,12108,16362,20418,24377,28400,32436,36382,40373,44439,48416,52363,56614,60394,64379,69364,3539,0,0,0,0,0,0,0,0.726,0.59614,0.75938,0.085973,0.095418,0.077059,0.91543,0.87587,0.92371,0.075632,0.09575,0.071776,0.56626,0.50176,0.66122,0.13053,0.13499,0.11314,4009,10271,12045,10376,4243,851,0,0,0,0,0,13142,30319,41159,94022,42854,9732,0,0,0,0,0,14246,53622,103860,97975,58441,14844,0,0,0,0,0,1690,1447,2852,2074,3062,2741,3647,4181,3500,1334,2243,1246,1342,1242,892,1126,2772,2163,1201,1040,73.871,117.44,155.56,192.69,216.45,236,272.83,321.12,365.84,402.83,119.15,168.6,208.7,243.73,270.11,296,323.18,357.08,384.6,402.83,103.95,169.06,218.67,265.02,301.83,326.01,342.83,360.45,379.48,402.83
49_S_4_14.jpeg,39,39,CTR,0.74629,0.30417,0.091958,360790,1960.8,250,0.28962,0.75184,0.22222,0.86246,0.68535,0.4993,0.096687,372990,5651.4,102.5,0.11342,0.79432,0.53781,0.94476,0.2833,0.67901,79.322,67685,335.07,387,0.33873,0.84685,0.16723,0.84889,339.12,571.85,882.98,150.73,444.18,686.74,15.137,335.78,578.91,875.1,163.64,446.52,678.31,17.915,344.82,574.32,886.26,150.82,458.22,671.6,33.064,811400,66,184,202,303290,64261,10101,20,68,116,4.1134,13.652,3.6056,13.038,4460.1,104,248800,553.97,70.5,122590,66280,54839,40745,27976,20568,15370,9424,6841,4577,3482,2200,1589,768,346,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62445,48750,29995,24753,28542,17986,18367,16109,12571,11193,8860,8940,7928,6093,5208,4498,4187,3461,2981,2521,2528,1982,1822,1888,1839,1880,1589,1580,1813,1621,1787,1523,1584,1512,1253,1364,1112,1212,1007,862,911,747,752,627,596,593,531,566,488,477,393,363,396,343,331,244,224,206,193,1659,16083,14124,9480,7962,8096,4427,3615,2077,1028,496,188,90,13,6,0,0,0,0,0,0,3993,10724,17125,23064,28814,34143,39183,43876,48322,52797,57018,61467,65842,69883,74024,78695,83159,19237,0,0,0,0,0,0,0.71461,0.58213,0.74977,0.089194,0.099423,0.079407,0.90727,0.86779,0.91894,0.052632,0.066456,0.050654,0.56645,0.47963,0.65263,0.13448,0.13404,0.10849,1478,10369,12237,23034,16949,3285,333,0,0,0,0,18923,28990,65426,86352,94812,71715,1568,0,0,0,0,10996,54853,79405,104090,96105,29443,1029,0,0,0,0,5972,4210,4156,2174,2756,6674,2030,3509,2969,3358,2392,3459,1812,1816,3886,3007,2203,2372,4608,4322,135.58,194.29,231.5,255.14,279.7,304.85,327.84,371.28,404.78,431.94,132.77,179.53,216.42,250.9,282.22,310.75,342.58,378.85,413.73,431.94,113.27,178.26,232.81,280.11,319.22,345.96,367.42,385.51,404.63,431.94
49_S_4_15.jpeg,39,39,CTR,0.73609,0.30588,0.11608,295260,1295,172.5,0.26519,0.74008,0.24569,0.87311,0.64646,0.5009,0.14218,384110,7531.5,96,0.11879,0.79059,0.5199,0.94189,0.29452,0.67161,74.586,58248,294.18,409,0.33257,0.82424,0.18524,0.84581,308.87,549.46,809.27,174.22,404.37,660.09,13.733,366.76,569.92,871.33,128.66,483.04,660.24,14.709,309.81,548.79,810.97,174.34,421.52,603.43,33.502,748790,51,228,198,285870,77965,25952,20,58,94,4.23,14.089,3.6056,13.601,4928.8,99,269930,829.41,47,109500,62822,54511,40112,28561,21712,17687,13010,10906,8053,6637,5091,4167,2525,1887,1218,743,352,187,85,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59304,44225,25123,19875,20963,12232,11823,10000,7609,6574,5323,5567,5236,4336,3979,3737,3924,3627,3301,3010,3278,2685,2481,2395,2352,2108,1714,1589,1681,1468,1539,1341,1348,1302,1062,1094,962,1063,920,831,920,779,759,580,502,459,400,417,357,398,327,301,329,272,301,239,241,223,193,1438,14417,12460,8352,6869,6945,3697,2828,1537,709,333,80,21,0,0,0,0,0,0,0,0,3649,8629,13101,17412,21647,25832,29979,34175,38364,42384,46522,50455,54494,58579,62453,66416,70725,74718,29226,0,0,0,0,0,0.71922,0.58332,0.75206,0.082585,0.092502,0.07442,0.91443,0.87696,0.92514,0.058029,0.075502,0.056119,0.55748,0.47766,0.64499,0.12578,0.12385,0.1035,2927,10082,15311,17567,11592,769,0,0,0,0,0,8519,31180,50888,90853,115510,5464,0,0,0,0,0,19951,52950,90869,111510,106660,6189,0,0,0,0,0,3377,1562,1370,2854,2707,3015,2649,5000,3618,4141,3742,1549,1942,2020,2978,4047,3626,2705,3228,2118,118.98,164.89,208.12,246.84,273.51,316.17,343.51,375.02,427.28,460.51,124.46,187.02,229.56,268.49,303.51,335.65,370.51,406.4,436.51,460.51,160.98,230.5,281.71,319.37,353.6,376.54,396.61,418.13,438.1,460.51
49_S_4_2.jpeg,39,39,CTR,0.74875,0.33875,0.033689,243740,1194.8,184,0.26236,0.7576,0.24439,0.87429,0.68496,0.36568,0.17882,326370,7960.2,98,0.12015,0.80122,0.50432,0.94124,0.24703,0.71158,77.714,50532,313.86,172,0.32208,0.85367,0.16878,0.85081,339.91,522.9,799.7,110.74,439.77,608.63,13.276,311.51,513.16,773.25,135.28,422.58,577.47,15.634,292.43,505.77,755,152.9,388.97,541.89,33.803,629570,41,204,161,256560,60423,14435,20,42,96,4.2152,13.768,3.6056,13.153,6108.5,99,249610,629.41,56.5,99288,55884,48523,36053,25260,18416,14274,9314,6959,4740,3553,2491,2091,1431,1169,783,490,312,250,127,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51461,38035,21893,17232,18384,10795,10763,9187,7257,6354,4991,5206,4714,3852,3427,3122,3072,2598,2318,2069,2303,1887,1833,1916,1956,1915,1583,1496,1640,1319,1260,917,855,728,537,462,309,200,71,25,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12440,10840,7228,5979,5859,3092,2438,1422,716,371,109,37,1,0,0,0,0,0,0,0,3769,8966,13349,17599,21733,25878,29964,34021,38101,42183,46264,50457,54447,58605,62816,66852,54521,0,0,0,0,0,0,0,0.72809,0.59303,0.75838,0.086065,0.09585,0.077884,0.91471,0.87918,0.92606,0.061973,0.080238,0.060076,0.56537,0.47635,0.64871,0.13395,0.13335,0.10895,3996,9243,16137,14197,6913,46,0,0,0,0,0,12889,39334,66939,90078,40300,415,0,0,0,0,0,14512,45635,73992,108670,85627,641,0,0,0,0,0,3146,5270,2678,3363,3110,1569,2105,3067,825,317,2032,1407,3541,2843,2510,3107,2579,3068,1704,2291,96.187,151.34,186.56,212.08,242.62,273.96,328.67,350.28,388.21,420.46,132.81,187.77,229.04,264.72,302.12,339.96,363.97,382.86,401.66,420.46,120.72,179.45,229.33,267.77,293.07,314.04,333.98,360.58,394.98,420.46
49_S_4_3.jpeg,39,39,CTR,0.77673,0.23327,0.079445,451040,2733.6,566,0.29119,0.7699,0.21495,0.86421,0.70435,0.45721,0.087436,330040,4286.3,94,0.12219,0.80651,0.5011,0.94042,0.31765,0.63683,84.342,75067,388.95,382,0.31941,0.85644,0.16564,0.85052,338.91,590.51,877.83,185.94,439.44,643.96,18.257,335.59,592.48,872.37,185.91,459.98,675.83,15.363,342.96,593.24,882.24,183.62,455.37,623.9,35.591,864460,77,165,193,286950,41790,4055,20,78,116,3.8681,13.51,3.1623,13,3678.9,94,262720,360.26,44,126100,64438,49255,32858,20871,13783,9545,5988,4248,2553,1689,926,406,122,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66044,55712,36344,30773,35453,22047,22852,20234,16349,14951,11920,12346,11494,9406,8345,7513,7434,6595,5740,4992,4961,3775,3313,3159,2909,2551,2019,1872,1830,1586,1604,1445,1388,1387,1201,1250,1140,1150,984,867,922,812,790,672,595,520,423,443,395,426,324,252,240,189,191,140,140,122,109,416,16230,14469,10084,8851,9095,5322,4544,3008,1627,1074,389,213,93,35,20,12,1,0,0,0,5332,11586,16286,20536,24653,28721,32738,36812,40833,44814,48770,52596,56757,60626,64653,68700,72579,76720,80913,19765,0,0,0,0,0.69794,0.55413,0.73339,0.092725,0.10256,0.083531,0.89698,0.85449,0.91046,0.050646,0.064729,0.049908,0.57005,0.47395,0.65505,0.13083,0.1347,0.11027,3641,9304,17913,23481,13799,6929,0,0,0,0,0,11789,44523,70839,102690,155320,69843,51,0,0,0,0,15967,40385,68316,93760,81737,34138,37,0,0,0,0,2301,3594,2632,3789,3207,3478,6018,4360,5667,3314,4567,4896,4088,5645,1754,1339,3777,5005,3319,2317,128.25,185.57,223.76,263.58,293.08,323.64,352.55,388.8,438.74,482.14,119.8,181.53,232.31,272.5,306.97,338.14,367.04,397.67,446.14,482.14,149.41,217.18,272.95,323.04,365.14,397.72,421.79,441.1,458.41,482.14
49_S_4_4.jpeg,39,39,CTR,0.70805,0.33278,0.16505,366710,1206.3,169,0.2912,0.75412,0.21739,0.86181,0.63839,0.55352,0.16319,398390,2429.2,96,0.19618,0.78329,0.29617,0.90433,0.51445,0.44041,80.828,82237,337.04,269,0.39225,0.82266,0.14797,0.82782,331.39,588.51,870.78,191.23,440.28,669.06,13.319,393.64,613.29,934.74,131.92,506.64,750.65,10.958,353.3,597.57,895.32,169.66,477.64,648,33.617,867760,164,304,244,335790,57031,13099,20,167,116,3.838,13.743,3.1623,13.038,2010.7,96,298640,491.65,46,149890,73689,57473,38215,24796,17526,13077,8603,6723,4532,3517,2538,1898,1096,784,578,426,288,162,107,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100850,77993,44953,33269,33355,18192,16168,12170,8576,6795,4638,4303,3338,2320,1759,1342,1122,826,622,501,483,377,326,291,265,248,202,171,159,135,120,98,83,80,66,57,49,41,30,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19565,17200,11743,9999,9765,5373,3997,2493,1216,624,165,62,27,8,0,0,0,0,0,0,3546,9076,14254,18762,23097,27212,31395,35539,39525,43593,47611,51552,55627,59663,63630,67691,71645,75601,80423,48292,0,0,0,0,0.72345,0.58415,0.75433,0.089681,0.10141,0.082679,0.88968,0.83814,0.9017,0.082422,0.098979,0.076905,0.57173,0.50401,0.66443,0.13513,0.1361,0.11066,3628,8556,15110,22119,23527,9232,65,0,0,0,0,9332,36234,60974,86108,133190,50211,346,0,0,0,0,18437,49422,80984,111700,106180,42216,197,0,0,0,0,4061,4567,1306,4551,1688,2456,2104,4602,3613,2785,3904,2217,3159,4732,5527,5463,6491,4906,7885,6220,131.77,203.19,252.42,300.48,334.44,371.26,396.26,420.3,454.86,490.86,138.53,194.91,243.28,284.71,317.13,346.81,384.51,425.49,464.13,490.86,153.04,230.05,281.54,338.86,372.18,400.89,425.15,446.55,467.02,490.86
49_S_4_5.jpeg,39,39,CTR,0.69661,0.38448,0.11778,143890,992.37,221,0.26003,0.77381,0.23103,0.87414,0.60387,0.57143,0.22065,193490,4499.8,124,0.14646,0.79556,0.40612,0.92734,0.35632,0.59584,76.616,34876,311.39,122,0.30412,0.82928,0.18801,0.85607,253.81,412.05,632.69,107.95,305.97,458.78,13.821,251.65,408.08,626.29,102.45,330.89,480.27,14.198,261.14,415.99,640.25,107.82,323.6,452.34,34.068,378830,43,145,112,157860,31985,7094,20,46,45,3.8969,13.846,3.1623,13.416,3431.7,117.5,146390,710.78,30,69194,34669,26980,18647,12716,9452,7479,5307,3827,2488,1911,1278,899,577,433,326,250,166,137,103,72,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39187,27971,15050,10785,10271,5494,5060,4030,3101,2641,1998,2075,1833,1488,1222,1085,1069,945,849,729,777,636,607,598,571,547,468,466,509,467,498,441,453,456,393,394,325,347,301,271,272,218,165,138,124,127,108,109,92,93,79,65,67,52,44,25,18,0,0,0,8580,7442,4926,4033,4082,2126,1634,1010,582,298,97,62,4,0,0,0,0,0,0,0,5273,13764,20965,25465,29928,34668,39999,44732,48857,53029,57653,4468,0,0,0,0,0,0,0,0,0,0,0,0,0.73092,0.60007,0.7625,0.087941,0.099715,0.079448,0.90769,0.86492,0.91744,0.070136,0.087869,0.066433,0.5779,0.50544,0.66918,0.12198,0.11988,0.097516,3453,10516,10625,7083,3199,0,0,0,0,0,0,9137,31559,57609,35601,14269,29,0,0,0,0,0,18807,52137,60454,43536,20819,1,0,0,0,0,0,1551,2202,1251,83,1448,1077,1649,1750,2407,1239,200,703,1747,664,2204,4136,3252,3689,1710,1914,59.757,102.61,136.14,155.54,183.22,203.38,220.51,237.04,255.1,278.1,71.134,101.06,128.48,152.8,174.1,195.66,219.69,242.1,264.1,278.1,88.688,129.5,162.05,186.62,205.72,220.86,236.15,250.1,262.82,278.1
49_S_4_6.jpeg,39,39,CTR,0.79832,0.2094,0.07274,378800,2594.5,584,0.29737,0.75605,0.21821,0.86073,0.61722,0.70814,0.10405,273200,4553.4,110,0.1381,0.80473,0.46531,0.93309,0.38754,0.5767,82.94,63335,376.99,3,0.32359,0.84972,0.17104,0.8486,307.57,546.64,841.84,178.42,390.57,598.99,18.361,362.25,566.62,873.95,121.05,482.46,671.87,15.336,313.68,545.78,832.93,157.75,418.67,599.15,36.717,723410,60,146,168,245080,27573,2971,20,60,100,3.7339,13.329,3,12.806,4084.7,110,209930,275.73,68.5,112010,56092,40900,25686,15030,9446,6510,3654,2398,1423,1062,585,358,206,153,107,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60901,50760,32272,27720,32705,20821,21400,18819,14826,13177,10408,10656,9747,7785,6910,6242,6220,5495,4626,3783,3635,2560,2128,1851,1592,1260,931,760,619,449,380,271,232,187,128,120,82,78,35,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14105,12481,8572,7436,7656,4465,3797,2455,1296,695,246,114,13,4,0,0,0,0,0,0,8086,16502,21733,26815,31053,35326,39392,43510,47514,51606,55762,59626,63720,67690,71302,76906,6806,0,0,0,0,0,0,0,0.69289,0.54544,0.72962,0.092312,0.10118,0.081933,0.89468,0.84939,0.90746,0.054376,0.069379,0.053942,0.55391,0.45678,0.64102,0.13015,0.13384,0.11009,4657,9981,14800,20301,10330,2822,444,0,0,0,0,15346,43674,75642,110010,92072,36182,9660,0,0,0,0,11394,40557,66626,85640,44909,21563,6800,0,0,0,0,3130,2684,4433,2282,2635,1616,3813,2193,2407,910,3221,2963,3617,3859,2822,2790,6616,5752,3082,2510,83.653,136.35,175.75,207.26,231.46,259.75,288.87,322.92,369.82,403.75,99.301,142.21,180.57,216.75,250.46,278.26,302.11,328.54,383.54,403.75,108.25,173.07,220.39,260,298.05,327.65,349.21,365.19,380.98,403.75
49_S_4_7.jpeg,39,39,CTR,0.78803,0.24077,0.067456,486580,2134.1,536.5,0.2624,0.76441,0.23591,0.87469,0.68739,0.54805,0.16952,456830,10383,116,0.091119,0.7962,0.61116,0.9549,0.26805,0.68541,81.134,92101,351.53,236,0.27578,0.8701,0.18652,0.86877,370.1,646.91,973.55,197.67,490.04,722.57,19.32,379.2,653.21,988.72,193.63,512.05,727.68,19.807,365.76,646.87,971.9,199.46,496.71,714.14,34.258,1044200,44,228,262,379320,74295,7445,20,46,128,4.0877,13.559,3.6056,13,8246.2,114,301250,580.43,59,151760,87220,69729,48371,33164,24277,17761,10855,7573,4421,2834,1648,903,423,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72651,60329,38185,32563,38140,24104,25182,22839,18502,16892,13630,14210,13114,10357,9126,8254,8254,7273,6261,5557,5810,4606,4240,3962,3830,3247,2579,2233,2092,1767,1746,1552,1352,1192,951,863,705,666,537,459,474,363,237,160,130,120,96,100,74,75,48,39,39,21,17,3,0,0,0,0,21348,18791,12775,10722,11058,6116,5184,3149,1710,852,265,117,13,1,0,0,0,0,0,0,4316,11087,16289,20939,25500,29984,34390,38737,43013,47219,51423,55680,59684,63822,67816,71877,76116,79891,83967,88195,74235,0,0,0,0.71223,0.57396,0.74564,0.087711,0.096144,0.07749,0.91287,0.87731,0.92472,0.046936,0.060744,0.045583,0.57425,0.48284,0.65825,0.13012,0.13097,0.10549,3126,10063,18672,24939,22350,12103,848,0,0,0,0,16015,41608,56819,78216,131620,132310,35216,0,0,0,0,12256,42541,81577,116770,126260,71775,9120,0,0,0,0,4988,5356,5603,3854,4889,3653,2997,3318,3175,4065,6103,5243,6637,2906,2835,4194,6665,4509,6974,4137,146.11,203.97,245.88,285.56,315.78,350.42,376.97,399.94,442.8,521.42,145.22,214.12,258.77,300.69,337.53,368.69,399.44,428.65,485.21,521.42,152.55,230.63,298.02,354.18,406.21,441.27,462.94,479.67,496.48,521.42
